YEAR AS CUSTOMER,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_state,incident_city,incident_location,incident_hour_of_the_day,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
32.50,51,143626,9/29/1999,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,2/24/2015,Vehicle Theft,?,VA,Northbrook,4574 Britain Hwy,9,7080,1180,1180,4720,Ford,F150,2001
21.50,46,648397,3/9/1999,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,1/24/2015,Multi-vehicle Collision,Side Collision,NY,Riverwood,4539 Texas St,14,47700,4770,9540,33390,Accura,MDX,1997
8.92,31,154982,2/13/1991,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,2/26/2015,Single Vehicle Collision,Rear Collision,SC,Hillsdale,8118 Elm Ridge,16,51260,9320,9320,32620,Suburu,Legacy,2002
18.75,41,330591,8/5/1993,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,1/19/2015,Multi-vehicle Collision,Side Collision,NY,Northbend,3814 Britain Drive,20,70400,6400,12800,51200,Toyota,Highlander,2011
13.67,38,319232,10/31/1997,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,1/17/2015,Single Vehicle Collision,Rear Collision,NY,Hillsdale,4614 MLK Ave,4,90000,18000,9000,63000,Ford,Fusion,2015
20.42,39,531640,4/21/2001,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,2/20/2015,Multi-vehicle Collision,Rear Collision,NY,Arlington,1628 Best Drive,7,72820,13240,6620,52960,BMW,3 Series,2010
21.25,41,368050,1/8/2013,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,2/22/2015,Single Vehicle Collision,Side Collision,SC,Hillsdale,8381 Solo Hwy,22,69300,13860,13860,41580,Volkswagen,Passat,2000
17.17,36,253791,7/23/2009,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,1/23/2015,Single Vehicle Collision,Front Collision,NY,Northbrook,2100 MLK St,11,76560,12760,12760,51040,Ford,Fusion,2008
16.92,38,155724,2/20/1998,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,1/31/2015,Single Vehicle Collision,Front Collision,VA,Columbus,5071 Flute Ridge,7,55440,0,6160,49280,Nissan,Maxima,1999
1.83,25,824540,3/13/2008,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,1/5/2015,Multi-vehicle Collision,Front Collision,NC,Arlington,7551 Britain Lane,0,77130,8570,17140,51420,Accura,MDX,1995
17.58,35,717392,8/20/1996,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,2/3/2015,Single Vehicle Collision,Rear Collision,WV,Northbend,2275 Best Lane,1,42000,7000,7000,28000,BMW,X5,2011
17.17,39,965768,7/27/2014,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,2/17/2015,Multi-vehicle Collision,Rear Collision,NY,Hillsdale,1598 3rd Drive,12,36300,3300,9900,23100,Ford,Escape,2013
13.83,38,414779,11/9/1992,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,1/9/2015,Single Vehicle Collision,Side Collision,WV,Columbus,7740 MLK St,8,40320,5760,5760,28800,Suburu,Impreza,2001
13.75,32,428230,6/4/2012,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,2/8/2015,Parked Car,?,PA,Northbrook,1240 Tree Lane,9,3960,330,660,2970,BMW,M5,1998
22.83,43,517240,5/13/2001,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,2/6/2015,Single Vehicle Collision,Front Collision,NY,Northbend,8983 Francis Ridge,22,63840,10640,10640,42560,BMW,X5,2006
6.75,28,469874,9/17/2011,IL,250/500,1000,1139,6000000,FEMALE,Masters,sales,sleeping,1/14/2015,Multi-vehicle Collision,Front Collision,SC,Northbend,7756 Solo Drive,0,44730,4970,4970,34790,Saab,92x,2000
23.33,45,718428,7/15/2011,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,1/22/2015,Multi-vehicle Collision,Front Collision,NY,Arlington,9034 Weaver Ridge,0,84720,14120,14120,56480,Ford,Escape,1999
16.17,39,620215,7/27/2005,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,2/23/2015,Multi-vehicle Collision,Front Collision,WV,Columbus,1126 Texas Hwy,3,61500,6150,12300,43050,Dodge,RAM,2012
9.33,27,618659,10/18/2005,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,2/22/2015,Multi-vehicle Collision,Front Collision,NC,Arlington,2808 Elm St,21,51000,8500,8500,34000,Nissan,Pathfinder,2013
2.00,33,649082,1/19/1996,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,1/24/2015,Single Vehicle Collision,Side Collision,WV,Northbend,5061 Francis Ave,0,46800,4680,9360,32760,Jeep,Wrangler,2002
7.75,32,437573,9/29/2005,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,2/9/2015,Single Vehicle Collision,Side Collision,WV,Northbend,4965 MLK Drive,16,78120,17360,8680,52080,BMW,3 Series,2006
14.25,34,964657,2/18/1997,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,1/19/2015,Single Vehicle Collision,Rear Collision,NY,Springfield,8668 Flute St,14,69200,13840,6920,48440,Volkswagen,Passat,1996
16.67,40,932502,5/11/2010,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,1/1/2015,Vehicle Theft,?,VA,Riverwood,2577 Washington Drive,9,3690,410,410,2870,Ford,Escape,2015
10.00,28,434507,2/6/2009,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,1/7/2015,Multi-vehicle Collision,Rear Collision,SC,Springfield,7709 Rock Lane,9,65500,6550,6550,52400,BMW,X5,2010
27.08,46,935277,7/9/2013,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,2/1/2015,Multi-vehicle Collision,Rear Collision,NC,Springfield,9358 Texas Ridge,21,76120,13840,6920,55360,Toyota,Camry,1999
10.33,32,756054,6/6/1992,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,2/21/2015,Multi-vehicle Collision,Front Collision,VA,Springfield,8080 Oak Lane,19,73560,12260,12260,49040,BMW,X5,1995
17.58,35,682387,3/8/1998,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,1/21/2015,Single Vehicle Collision,Rear Collision,NY,Northbend,6408 Weaver Ridge,2,52030,9460,4730,37840,Mercedes,E400,2008
23.92,41,456604,3/29/2004,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,1/19/2015,Vehicle Theft,?,SC,Northbrook,5532 Weaver Ridge,9,5170,470,940,3760,Suburu,Forrestor,2001
10.17,34,139872,6/1/2006,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,2/27/2015,Parked Car,?,SC,Northbend,9101 2nd Hwy,5,8190,1890,1260,5040,Chevrolet,Silverado,2013
1.83,29,354105,6/8/1994,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,2/14/2015,Single Vehicle Collision,Rear Collision,SC,Springfield,8576 Andromedia St,14,70800,7080,14160,49560,Accura,MDX,2012
8.83,31,165485,2/12/1998,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,2/1/2015,Multi-vehicle Collision,Rear Collision,WV,Springfield,6315 2nd Lane,20,45630,5070,5070,35490,Accura,MDX,2011
33.17,58,515050,11/16/2000,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,2/2/2015,Single Vehicle Collision,Front Collision,NC,Northbrook,1536 Flute Drive,18,99320,7640,15280,76400,Accura,TL,2002
17.83,41,795686,10/24/2004,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,2/1/2015,Multi-vehicle Collision,Side Collision,NC,Northbend,4672 MLK St,13,64000,12800,6400,44800,BMW,X6,1996
17.42,38,395983,11/8/2009,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,1/19/2015,Single Vehicle Collision,Front Collision,WV,Northbrook,2204 Washington Lane,21,47300,4730,4730,37840,Nissan,Pathfinder,2014
6.83,27,119513,9/21/1996,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,reading,2/18/2015,Single Vehicle Collision,Rear Collision,SC,Springfield,9484 Pine Drive,14,71680,8960,8960,53760,Volkswagen,Jetta,2007
16.08,41,217938,7/16/1995,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,skydiving,2/8/2015,Single Vehicle Collision,Side Collision,SC,Springfield,5431 3rd Ridge,1,112320,17280,17280,77760,Suburu,Impreza,2011
11.17,32,203914,6/9/2001,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,1/9/2015,Single Vehicle Collision,Side Collision,NY,Columbus,7121 Britain Drive,17,82720,7520,15040,60160,Audi,A3,2014
24.00,45,565157,10/6/2002,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,2/27/2015,Multi-vehicle Collision,Rear Collision,NC,Hillsdale,8586 1st Ridge,4,48060,10680,5340,32040,Mercedes,C300,2009
8.67,32,904191,7/14/1997,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,kayaking,1/8/2015,Multi-vehicle Collision,Rear Collision,NY,Riverwood,7582 Pine Drive,23,63570,9780,9780,44010,Volkswagen,Jetta,2006
35.92,54,419510,11/11/1994,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,paintball,1/8/2015,Multi-vehicle Collision,Rear Collision,WV,Columbus,1388 Embaracadero Hwy,13,63240,10540,10540,42160,Suburu,Forrestor,1997
8.42,33,575000,6/23/2012,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,2/24/2015,Multi-vehicle Collision,Rear Collision,NC,Northbrook,5621 4th Ave,20,54240,9040,9040,36160,Saab,93,2013
31.25,50,120485,2/18/2007,OH,100/300,1000,1275.39,0,MALE,Associate,sales,bungie-jumping,2/12/2015,Single Vehicle Collision,Front Collision,NY,Riverwood,8150 Washington Ridge,16,37280,0,0,37280,Audi,A5,1996
38.42,61,781181,6/27/2005,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,exercise,2/18/2015,Multi-vehicle Collision,Rear Collision,NY,Columbus,4268 2nd Ave,10,72100,7210,14420,50470,Jeep,Wrangler,2006
35.67,59,299796,9/29/1999,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,hiking,2/6/2015,Parked Car,?,WV,Northbend,6375 2nd Lane,8,6500,1300,650,4550,Saab,92x,2013
3.75,38,589749,5/14/2006,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,movies,2/14/2015,Multi-vehicle Collision,Front Collision,WV,Springfield,3770 Flute Drive,17,78240,13040,13040,52160,Suburu,Legacy,2013
11.33,29,854021,4/29/2010,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,video-games,2/5/2015,Vehicle Theft,?,NY,Columbus,1562 Britain St,9,6200,1240,620,4340,Honda,Accord,1999
18.00,36,454086,11/10/1992,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,reading,1/25/2015,Parked Car,?,VA,Springfield,1681 Cherokee Hwy,0,6160,560,1680,3920,Mercedes,E400,2014
23.17,48,139484,7/24/1999,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,1/16/2015,Single Vehicle Collision,Front Collision,SC,Northbrook,7523 Oak Lane,12,76050,11700,11700,52650,Chevrolet,Silverado,1997
24.58,48,678849,2/22/1992,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,1/28/2015,Multi-vehicle Collision,Side Collision,NY,Hillsdale,1815 Cherokee Drive,20,86060,13240,13240,59580,Volkswagen,Passat,2002
9.33,30,346940,9/13/2002,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,1/21/2015,Single Vehicle Collision,Front Collision,SC,Arlington,9316 Pine Ave,3,107900,10790,21580,75530,Dodge,Neon,1997
10.17,34,985436,8/9/2003,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,1/7/2015,Multi-vehicle Collision,Rear Collision,PA,Columbus,2733 Texas Drive,18,99990,18180,18180,63630,Mercedes,E400,2011
9.00,29,237418,12/4/2007,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,2/23/2015,Multi-vehicle Collision,Side Collision,WV,Columbus,7684 Francis Ridge,4,61380,11160,5580,44640,Suburu,Legacy,2012
1.17,28,335780,7/22/2002,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,2/14/2015,Single Vehicle Collision,Rear Collision,WV,Riverwood,8991 Embaracadero Ave,18,71280,12960,12960,45360,Audi,A5,2012
24.83,45,491392,7/3/1992,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,yachting,2/27/2015,Multi-vehicle Collision,Front Collision,NY,Northbend,4905 Francis Ave,18,64000,12800,6400,44800,Saab,95,1999
23.00,46,140880,3/29/2005,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,2/21/2015,Parked Car,?,SC,Hillsdale,7783 Lincoln Hwy,7,5940,660,660,4620,Toyota,Highlander,2015
3.92,37,962591,3/16/2008,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,1/5/2015,Parked Car,?,NY,Hillsdale,8749 Tree St,18,6700,670,670,5360,Jeep,Wrangler,2011
18.50,42,922565,5/23/1999,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,hiking,1/30/2015,Multi-vehicle Collision,Rear Collision,NY,Arlington,4985 Sky Lane,23,51740,11940,7960,31840,Jeep,Wrangler,2006
9.92,28,288580,11/22/2012,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,2/26/2015,Single Vehicle Collision,Rear Collision,PA,Riverwood,7534 MLK Hwy,1,53600,6700,6700,40200,Volkswagen,Jetta,2007
6.08,29,154280,1/29/1993,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,board-games,1/10/2015,Multi-vehicle Collision,Rear Collision,SC,Arlington,8689 Maple Hwy,15,44910,4990,4990,34930,Dodge,Neon,2001
0.67,31,425973,2/11/2003,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,2/23/2015,Multi-vehicle Collision,Front Collision,PA,Hillsdale,9153 3rd Hwy,2,48100,11100,7400,29600,Volkswagen,Jetta,2014
24.50,44,477177,8/15/1990,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,kayaking,2/5/2015,Vehicle Theft,?,WV,Riverwood,5904 1st Drive,3,6100,610,1220,4270,Ford,Fusion,2002
27.00,46,648509,3/6/2010,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,1/21/2015,Single Vehicle Collision,Rear Collision,PA,Hillsdale,4519 Embaracadero St,13,79600,15920,15920,47760,Jeep,Wrangler,2011
12.92,34,914815,9/27/1990,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,dancing,1/7/2015,Single Vehicle Collision,Front Collision,OH,Hillsdale,9706 MLK Lane,1,77040,8560,8560,59920,Honda,Civic,1998
21.75,45,249048,6/17/2005,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,1/11/2015,Single Vehicle Collision,Rear Collision,SC,Columbus,6012 Texas Hwy,16,62590,11380,11380,39830,Volkswagen,Jetta,2003
20.42,40,144323,9/14/2001,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,2/6/2015,Single Vehicle Collision,Front Collision,WV,Northbend,4098 Weaver Ridge,0,85150,13100,13100,58950,Chevrolet,Malibu,1998
19.58,39,651861,1/7/2011,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,1/24/2015,Vehicle Theft,?,NY,Hillsdale,6193 1st Hwy,1,4950,450,900,3600,Chevrolet,Silverado,2010
4.42,36,125324,9/13/2003,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,2/18/2015,Multi-vehicle Collision,Side Collision,VA,Riverwood,4053 Sky Lane,17,51100,10220,5110,35770,Audi,A3,2006
35.50,54,398102,10/24/1997,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,1/12/2015,Single Vehicle Collision,Side Collision,SC,Springfield,8964 Francis St,13,100800,16800,16800,67200,Dodge,Neon,1997
9.25,27,514065,1/4/2009,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,1/17/2015,Single Vehicle Collision,Side Collision,VA,Springfield,9748 Sky Drive,12,90970,16540,16540,57890,Accura,RSX,2009
7.17,26,391652,10/12/1998,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,1/12/2015,Single Vehicle Collision,Rear Collision,SC,Northbend,2293 Washington Ave,11,81840,14880,7440,59520,Chevrolet,Malibu,2011
24.67,46,922167,2/23/1993,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,1/6/2015,Single Vehicle Collision,Front Collision,NY,Northbend,3656 Solo Ave,18,54900,5490,5490,43920,Mercedes,C300,2013
10.42,35,442795,7/7/1996,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,2/25/2015,Single Vehicle Collision,Front Collision,NY,Northbend,8579 Apache Drive,17,88660,8060,16120,64480,Mercedes,C300,2007
14.75,34,226330,1/23/2013,IL,100/300,2000,1057.77,0,FEMALE,JD,tech-support,bungie-jumping,2/16/2015,Multi-vehicle Collision,Front Collision,NC,Riverwood,2003 Maple Hwy,22,18000,2250,2250,13500,Audi,A3,2009
19.83,39,134430,12/6/2006,IN,250/500,2000,1488.02,0,FEMALE,JD,protective-serv,exercise,2/25/2015,Vehicle Theft,?,NY,Northbrook,5445 Tree Hwy,9,5500,1100,550,3850,Chevrolet,Tahoe,2010
6.75,25,524230,2/23/2014,IN,100/300,500,920.3,5000000,FEMALE,High School,tech-support,hiking,2/21/2015,Multi-vehicle Collision,Rear Collision,WV,Hillsdale,9730 2nd Hwy,11,73920,13440,6720,53760,Honda,Civic,2003
10.67,28,438817,11/16/2007,OH,500/1000,1000,986.53,0,FEMALE,High School,adm-clerical,polo,2/16/2015,Single Vehicle Collision,Rear Collision,VA,Columbus,7819 Oak St,11,101860,18520,18520,64820,Honda,CRV,2007
37.42,57,293794,4/17/1999,OH,250/500,2000,1440.68,0,MALE,Associate,tech-support,movies,2/9/2015,Parked Car,?,SC,Riverwood,1845 Best St,8,5390,980,980,3430,Volkswagen,Passat,2008
21.00,39,868283,2/6/2006,IN,250/500,1000,1086.21,0,MALE,JD,farming-fishing,hiking,2/13/2015,Single Vehicle Collision,Side Collision,SC,Springfield,2500 Tree St,18,50490,5610,5610,39270,Nissan,Maxima,2001
29.92,47,828890,10/20/1993,OH,100/300,2000,1367.68,0,FEMALE,MD,handlers-cleaners,basketball,1/11/2015,Single Vehicle Collision,Front Collision,SC,Arlington,6955 Pine Drive,13,55500,5550,11100,38850,Mercedes,C300,2012
1.58,32,882920,1/1/2006,OH,500/1000,1000,1215.85,0,MALE,High School,other-service,hiking,1/2/2015,Vehicle Theft,?,VA,Hillsdale,6165 Rock Ridge,8,7040,1280,640,5120,Nissan,Maxima,2015
6.08,26,918777,4/4/2003,IL,250/500,2000,1191.19,4000000,MALE,MD,farming-fishing,basketball,2/12/2015,Multi-vehicle Collision,Rear Collision,VA,Northbrook,3653 Elm Drive,9,40160,5020,0,35140,Chevrolet,Tahoe,2003
23.75,44,212580,7/5/2014,IL,500/1000,1000,1594.45,0,MALE,High School,handlers-cleaners,bungie-jumping,2/5/2015,Multi-vehicle Collision,Side Collision,NC,Columbus,5812 3rd Hwy,17,55680,6960,6960,41760,Saab,95,2006
16.33,36,602410,1/16/1996,IN,250/500,2000,1463.07,0,MALE,MD,armed-forces,skydiving,1/24/2015,Vehicle Theft,?,WV,Springfield,4939 Best St,3,5300,530,530,4240,Jeep,Grand Cherokee,2001
18.58,43,976971,4/19/2002,OH,250/500,500,1734.09,0,FEMALE,MD,adm-clerical,camping,1/12/2015,Parked Car,?,WV,Arlington,4964 Elm Lane,6,5200,650,650,3900,Accura,MDX,2006
27.33,48,630226,12/10/2005,IL,250/500,500,1411.43,0,MALE,Masters,armed-forces,bungie-jumping,1/16/2015,Single Vehicle Collision,Front Collision,NY,Riverwood,9588 Solo St,17,59400,5940,11880,41580,Honda,Civic,2014
23.75,43,171254,11/7/1994,OH,100/300,2000,1512.58,0,FEMALE,College,sales,paintball,1/13/2015,Vehicle Theft,?,SC,Arlington,8718 Apache Lane,7,2520,280,280,1960,BMW,3 Series,1997
2.50,31,247116,6/2/2012,IL,250/500,2000,1153.35,0,MALE,PhD,craft-repair,golf,2/2/2015,Vehicle Theft,?,NY,Hillsdale,3590 Best Hwy,9,5760,960,960,3840,Suburu,Impreza,2011
28.50,49,505969,4/7/1998,OH,250/500,500,1722.95,0,MALE,PhD,transport-moving,base-jumping,2/28/2015,Single Vehicle Collision,Rear Collision,WV,Hillsdale,6149 Best Ridge,3,76700,7670,7670,61360,Suburu,Legacy,2006
18.25,39,653864,4/25/2007,IN,250/500,2000,1281.07,7000000,FEMALE,High School,protective-serv,board-games,1/18/2015,Parked Car,?,NY,Springfield,4116 Embaracadero Lane,6,5920,740,740,4440,Chevrolet,Malibu,2015
39.00,62,586367,6/30/2000,IL,100/300,500,1011.92,0,MALE,PhD,machine-op-inspct,paintball,2/15/2015,Multi-vehicle Collision,Rear Collision,SC,Riverwood,3486 Flute Ave,7,64350,7150,7150,50050,Chevrolet,Tahoe,2009
20.08,39,896890,6/4/1996,IL,250/500,2000,1042.26,0,MALE,JD,sales,kayaking,1/31/2015,Multi-vehicle Collision,Rear Collision,WV,Northbend,5994 5th Ave,21,19080,4240,2120,12720,Saab,93,1995
18.58,43,650026,5/9/2009,OH,500/1000,500,1235.1,0,FEMALE,Masters,tech-support,exercise,2/10/2015,Single Vehicle Collision,Rear Collision,SC,Springfield,9138 3rd St,14,54400,5440,5440,43520,BMW,M5,2011
10.67,32,547744,7/8/2001,OH,100/300,2000,768.91,0,FEMALE,College,sales,chess,2/26/2015,Single Vehicle Collision,Rear Collision,SC,Columbus,3743 Andromedia Ridge,0,59800,5980,5980,47840,Ford,F150,1999
10.33,29,598124,9/20/1993,OH,500/1000,500,1301.72,0,MALE,Masters,handlers-cleaners,golf,2/25/2015,Multi-vehicle Collision,Side Collision,VA,Springfield,7644 Tree Ridge,14,72000,7200,7200,57600,Audi,A3,2005
28.58,48,436126,11/3/2009,IN,250/500,500,1451.54,3000000,MALE,JD,adm-clerical,hiking,1/8/2015,Multi-vehicle Collision,Side Collision,SC,Riverwood,3167 2nd St,13,65070,7230,14460,43380,Mercedes,C300,2003
33.67,53,739447,12/10/2014,IN,250/500,500,767.14,0,MALE,Associate,sales,reading,1/14/2015,Parked Car,?,WV,Columbus,3327 Lincoln Drive,8,8800,1760,880,6160,Suburu,Legacy,2002
5.25,24,427484,1/8/1994,OH,250/500,2000,1620.89,0,FEMALE,High School,handlers-cleaners,movies,2/3/2015,Vehicle Theft,?,NC,Hillsdale,8621 Best Ridge,7,6120,1020,1020,4080,Toyota,Corolla,2015
17.50,37,218684,8/5/2006,IN,500/1000,2000,1048.46,0,MALE,High School,priv-house-serv,skydiving,1/5/2015,Vehicle Theft,?,OH,Columbus,3878 Tree Lane,9,7080,1180,590,5310,Dodge,RAM,1999
27.92,50,565564,2/7/2007,OH,100/300,1000,1538.26,6000000,MALE,High School,sales,yachting,1/24/2015,Multi-vehicle Collision,Side Collision,NY,Riverwood,9760 Solo Lane,12,34320,8580,4290,21450,Volkswagen,Passat,2009
0.92,40,743163,4/9/2001,OH,500/1000,2000,1217.69,0,FEMALE,MD,prof-specialty,reading,1/26/2015,Multi-vehicle Collision,Side Collision,SC,Springfield,9138 1st St,6,53460,9720,9720,34020,Dodge,Neon,2004
11.83,33,604614,2/17/1995,IN,100/300,2000,1362.64,5000000,FEMALE,JD,exec-managerial,cross-fit,1/21/2015,Single Vehicle Collision,Side Collision,NC,Columbus,3414 Elm Ave,11,81360,6780,13560,61020,Suburu,Legacy,2009
22.67,43,509928,7/25/1995,OH,100/300,1000,1279.13,0,MALE,PhD,craft-repair,bungie-jumping,2/6/2015,Multi-vehicle Collision,Side Collision,NC,Springfield,3172 Tree Ridge,5,81070,7370,14740,58960,Audi,A3,2006
5.75,26,593390,3/24/2006,IL,100/300,2000,924.72,0,FEMALE,High School,machine-op-inspct,base-jumping,1/7/2015,Single Vehicle Collision,Front Collision,NY,Columbus,6104 Oak Ave,14,63120,5260,10520,47340,Audi,A5,2008
3.17,28,970607,3/28/1995,OH,250/500,1000,1019.44,0,MALE,Masters,transport-moving,yachting,2/10/2015,Vehicle Theft,?,NC,Springfield,9742 5th Ridge,17,7200,1440,720,5040,BMW,X5,2004
